"exp","block","plot","plant","seed","trt","gopher","year","taxa","mass"
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2004,"LACTUCA SERRIOLA",0.322
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2004,"LITTER",182.5
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2004,"VULPIA MYUROS",1.536
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2005,"AMSINCKIA MENZIESII",5.2935
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2005,"BROMUS DIANDRUS",10.75
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2005,"BROMUS HORDEACEUS",221.100005
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2005,"ELYMUS GLAUCUS",44.45
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2005,"ERODIUM CICUTARIUM",16.75
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2005,"HORDEUM MURINUM",7.735
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2005,"LESSINGIA FILAGINIFOLIA",0.083
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2005,"LITTER",152.95
"NUTRIENT","N1",7,"A",1,"NITROGEN",1,2005,"VULPIA MYUROS",4.1175
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"AMSINCKIA MENZIESII",212.250005
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"BRASSICA NIGRA",9.4
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"BROMUS CARINATUS",18.1
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"BROMUS DIANDRUS",8.5
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"BROMUS HORDEACEUS",40.45
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"BROMUS MADRITENSIS",6.55
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"ELYMUS GLAUCUS",7.95
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"ERODIUM CICUTARIUM",55.95
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"GRASS SPECIES",3.8
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"HORDEUM MURINUM",79.75
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"LACTUCA SERRIOLA",3.25
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"LITTER",56.65
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"MEDICAGO POLYMORPHA",0.1
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"NASSELLA PULCHRA",1.05
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"SONCHUS SPECIES",0.75
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2001,"VULPIA MYUROS",14.1
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"BRASSICA NIGRA",1.95
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"BROMUS CARINATUS",20.8
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"BROMUS DIANDRUS",0.45
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"BROMUS HORDEACEUS",77.45
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"BROMUS MADRITENSIS",4.9
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"ELYMUS GLAUCUS",5.15
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"ERODIUM CICUTARIUM",3.7
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"GRASS SPECIES",0.35
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"HORDEUM MURINUM",18.15
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"HYPOCHAERIS GLABRA",0.35
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"LACTUCA SERRIOLA",2.75
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"LITTER",476.949995
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"NASSELLA PULCHRA",0.5
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2002,"VULPIA MYUROS",3.4
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"AMSINCKIA MENZIESII",28.05
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"BRASSICA NIGRA",1.85
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"BROMUS HORDEACEUS",81.450005
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"BROMUS MADRITENSIS",0.4
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"CLARKIA PURPUREA",0.55
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"ELYMUS GLAUCUS",8.1
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"ERODIUM CICUTARIUM",13.95
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"HORDEUM MURINUM",0.65
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"LACTUCA SERRIOLA",0.005
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"LITTER",350.9
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"LOLLIUM MULTIFLORUM",0.1
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"NASSELLA PULCHRA",2.75
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"POA SECUNDA",0.3
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2003,"VULPIA MYUROS",41.65
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"AMSINCKIA MENZIESII",0.054
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"BRASSICA NIGRA",14.25
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"BROMUS CARINATUS",0.6445
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"BROMUS DIANDRUS",0.373
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"BROMUS HORDEACEUS",53
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"CIRSIUM SPECIES",0.075
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"CONYZA CANADENSIS",0.3545
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"ELYMUS GLAUCUS",21.3
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"ERODIUM CICUTARIUM",1.7655
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"HORDEUM MURINUM",0.25
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"LACTUCA SERRIOLA",0.9055
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"LITTER",168.79999
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"NASSELLA PULCHRA",1.2585
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2004,"VULPIA MYUROS",11.9
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2005,"AMSINCKIA MENZIESII",39.9
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2005,"BROMUS DIANDRUS",4.504
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2005,"BROMUS HORDEACEUS",185.300005
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2005,"BROMUS MADRITENSIS",0.1275
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2005,"CONYZA CANADENSIS",0.1335
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2005,"ERODIUM CICUTARIUM",37.2
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2005,"HORDEUM MURINUM",0.054
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2005,"LITTER",243.950005
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2005,"NASSELLA PULCHRA",0.6285
"NUTRIENT","N1",8,"A",1,"CONTROL",1,2005,"VULPIA MYUROS",54.8
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2001,"AMSINCKIA MENZIESII",0.045
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2001,"BROMUS HORDEACEUS",21
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2001,"ELYMUS GLAUCUS",1.4
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2001,"ERODIUM CICUTARIUM",6.35
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2001,"LACTUCA SERRIOLA",0.2
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2001,"LITTER",194.300005
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2001,"MEDICAGO POLYMORPHA",10.25
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2001,"NASSELLA PULCHRA",105.4
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2001,"POA SECUNDA",7.4
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2001,"VULPIA MYUROS",32
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2002,"BROMUS CARINATUS",0.25
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2002,"BROMUS HORDEACEUS",25
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2002,"BROMUS MADRITENSIS",0.95
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2002,"CONYZA CANADENSIS",0.2
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2002,"ELYMUS GLAUCUS",0.25
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2002,"ERODIUM CICUTARIUM",0.045
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2002,"LACTUCA SERRIOLA",0.85
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2002,"LITTER",626.500015
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2002,"NASSELLA PULCHRA",98.149995
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2002,"VULPIA MYUROS",5.75
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"AMSINCKIA MENZIESII",4.65
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"AVENA BARBATA",1.3
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"BROMUS DIANDRUS",1.9
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"BROMUS HORDEACEUS",34.25
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"BROMUS MADRITENSIS",0.15
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"ERODIUM CICUTARIUM",12.8
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"LACTUCA SERRIOLA",1.05
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"LITTER",509.55002
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"LOLLIUM MULTIFLORUM",0.2
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"NASSELLA PULCHRA",88.75
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"POA SECUNDA",0.7
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2003,"VULPIA MYUROS",9.35
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2004,"AMSINCKIA MENZIESII",0.205
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2004,"BROMUS HORDEACEUS",5.5
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2004,"ERODIUM CICUTARIUM",0.0605
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2004,"LACTUCA SERRIOLA",0.056
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2004,"LITTER",280.35
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2004,"NASSELLA PULCHRA",41.95
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2004,"VULPIA MYUROS",18
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2005,"AMSINCKIA MENZIESII",4.1245
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2005,"AVENA BARBATA",3.015
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2005,"BROMUS HORDEACEUS",75.15
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2005,"ERODIUM CICUTARIUM",21.05
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2005,"LACTUCA SERRIOLA",2.1375
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2005,"LITTER",215
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2005,"LOLLIUM SPECIES",6.6595
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2005,"MEDICAGO POLYMORPHA",2.439
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2005,"NASSELLA PULCHRA",91.800005
"NUTRIENT","N2",9,"P",0,"CONTROL",1,2005,"VULPIA MYUROS",142.15
"WATER","W1",1,"P",0,"CONTROL",1,2001,"AMSINCKIA MENZIESII",3.6
"WATER","W1",1,"P",0,"CONTROL",1,2001,"BROMUS CARINATUS",54.75
"WATER","W1",1,"P",0,"CONTROL",1,2001,"BROMUS DIANDRUS",48
"WATER","W1",1,"P",0,"CONTROL",1,2001,"BROMUS HORDEACEUS",15.05
"WATER","W1",1,"P",0,"CONTROL",1,2001,"ELYMUS GLAUCUS",7.5
"WATER","W1",1,"P",0,"CONTROL",1,2001,"GRASS SPECIES",6.15
"WATER","W1",1,"P",0,"CONTROL",1,2001,"LACTUCA SERRIOLA",27.7
"WATER","W1",1,"P",0,"CONTROL",1,2001,"LITTER",833.64998
"WATER","W1",1,"P",0,"CONTROL",1,2001,"NASSELLA PULCHRA",41.1
"WATER","W1",1,"P",0,"CONTROL",1,2001,"POA SECUNDA",0.4
"WATER","W1",1,"P",0,"CONTROL",1,2001,"VULPIA MYUROS",3.2
"WATER","W1",1,"P",0,"CONTROL",1,2002,"BROMUS CARINATUS",1.8
"WATER","W1",1,"P",0,"CONTROL",1,2002,"BROMUS DIANDRUS",79.55
"WATER","W1",1,"P",0,"CONTROL",1,2002,"BROMUS HORDEACEUS",3.15
"WATER","W1",1,"P",0,"CONTROL",1,2002,"ELYMUS GLAUCUS",2.7
"WATER","W1",1,"P",0,"CONTROL",1,2002,"LITTER",635.44998
"WATER","W1",1,"P",0,"CONTROL",1,2002,"NASSELLA PULCHRA",59.95
"WATER","W1",1,"P",0,"CONTROL",1,2003,"AMSINCKIA MENZIESII",59.4
"WATER","W1",1,"P",0,"CONTROL",1,2003,"AVENA BARBATA",4.35
"WATER","W1",1,"P",0,"CONTROL",1,2003,"BROMUS CARINATUS",0.55
"WATER","W1",1,"P",0,"CONTROL",1,2003,"BROMUS DIANDRUS",205.49999
"WATER","W1",1,"P",0,"CONTROL",1,2003,"BROMUS HORDEACEUS",50.2
"WATER","W1",1,"P",0,"CONTROL",1,2003,"BROMUS MADRITENSIS",3.5
"WATER","W1",1,"P",0,"CONTROL",1,2003,"LACTUCA SERRIOLA",9.85
"WATER","W1",1,"P",0,"CONTROL",1,2003,"LITTER",844.89998
"WATER","W1",1,"P",0,"CONTROL",1,2003,"NASSELLA PULCHRA",51.2
"WATER","W1",1,"P",0,"CONTROL",1,2004,"BROMUS DIANDRUS",144.849995
"WATER","W1",1,"P",0,"CONTROL",1,2004,"BROMUS HORDEACEUS",28.1
"WATER","W1",1,"P",0,"CONTROL",1,2004,"LITTER",761.800005
"WATER","W1",1,"P",0,"CONTROL",1,2004,"NASSELLA PULCHRA",10.821
"WATER","W1",1,"P",0,"CONTROL",1,2005,"AMSINCKIA MENZIESII",24.2
"WATER","W1",1,"P",0,"CONTROL",1,2005,"BRASSICA NIGRA",2.069
"WATER","W1",1,"P",0,"CONTROL",1,2005,"BROMUS CARINATUS",3.5555
"WATER","W1",1,"P",0,"CONTROL",1,2005,"BROMUS DIANDRUS",197.00001
"WATER","W1",1,"P",0,"CONTROL",1,2005,"BROMUS HORDEACEUS",204.2
"WATER","W1",1,"P",0,"CONTROL",1,2005,"ELYMUS GLAUCUS",5.7981
"WATER","W1",1,"P",0,"CONTROL",1,2005,"LITTER",996.050035
"WATER","W1",1,"P",0,"CONTROL",1,2005,"MEDICAGO POLYMORPHA",1.6175
"WATER","W1",1,"P",0,"CONTROL",1,2005,"NASSELLA PULCHRA",6.947
"WATER","W1",1,"P",0,"CONTROL",1,2005,"VULPIA MYUROS",0.84
"WATER","W2",10,"A",0,"CONTROL",0,2001,"AMSINCKIA MENZIESII",52.9
"WATER","W2",10,"A",0,"CONTROL",0,2001,"BROMUS CARINATUS",38.5
"WATER","W2",10,"A",0,"CONTROL",0,2001,"BROMUS HORDEACEUS",2.75
"WATER","W2",10,"A",0,"CONTROL",0,2001,"BROMUS MADRITENSIS",148.75
"WATER","W2",10,"A",0,"CONTROL",0,2001,"GRASS SPECIES",2.75
"WATER","W2",10,"A",0,"CONTROL",0,2001,"HORDEUM MURINUM",25.05
"WATER","W2",10,"A",0,"CONTROL",0,2001,"LITTER",747.850035
"WATER","W2",10,"A",0,"CONTROL",0,2001,"NASSELLA PULCHRA",0.8
"WATER","W2",10,"A",0,"CONTROL",0,2001,"PHALARIS PARADOXA",85.45
"WATER","W2",10,"A",0,"CONTROL",0,2001,"VULPIA MYUROS",13.7
"WATER","W2",10,"A",0,"CONTROL",0,2002,"BROMUS CARINATUS",10.55
"WATER","W2",10,"A",0,"CONTROL",0,2002,"BROMUS DIANDRUS",2
"WATER","W2",10,"A",0,"CONTROL",0,2002,"BROMUS HORDEACEUS",43.25
"WATER","W2",10,"A",0,"CONTROL",0,2002,"BROMUS MADRITENSIS",1.55
"WATER","W2",10,"A",0,"CONTROL",0,2002,"ELYMUS GLAUCUS",1
"WATER","W2",10,"A",0,"CONTROL",0,2002,"HORDEUM MURINUM",0.95
"WATER","W2",10,"A",0,"CONTROL",0,2002,"LITTER",1197.850035
"WATER","W2",10,"A",0,"CONTROL",0,2002,"NASSELLA PULCHRA",0.95
"WATER","W2",10,"A",0,"CONTROL",0,2002,"VULPIA MYUROS",0.3
"WATER","W2",10,"A",0,"CONTROL",0,2003,"AMSINCKIA MENZIESII",51.7
"WATER","W2",10,"A",0,"CONTROL",0,2003,"BRASSICA NIGRA",0.3
"WATER","W2",10,"A",0,"CONTROL",0,2003,"BROMUS CARINATUS",124.95
"WATER","W2",10,"A",0,"CONTROL",0,2003,"BROMUS DIANDRUS",24.45
"WATER","W2",10,"A",0,"CONTROL",0,2003,"BROMUS HORDEACEUS",63.05
"WATER","W2",10,"A",0,"CONTROL",0,2003,"BROMUS MADRITENSIS",57.65
"WATER","W2",10,"A",0,"CONTROL",0,2003,"ELYMUS GLAUCUS",55
"WATER","W2",10,"A",0,"CONTROL",0,2003,"GRASS SPECIES",1.1
"WATER","W2",10,"A",0,"CONTROL",0,2003,"HORDEUM MURINUM",62.1
"WATER","W2",10,"A",0,"CONTROL",0,2003,"LITTER",596.54999
"WATER","W2",10,"A",0,"CONTROL",0,2003,"VULPIA MYUROS",0.95
"WATER","W2",10,"A",0,"CONTROL",0,2004,"BRASSICA NIGRA",0.1485
"WATER","W2",10,"A",0,"CONTROL",0,2004,"BROMUS CARINATUS",28
"WATER","W2",10,"A",0,"CONTROL",0,2004,"BROMUS DIANDRUS",3.99
"WATER","W2",10,"A",0,"CONTROL",0,2004,"BROMUS HORDEACEUS",86.949995
"WATER","W2",10,"A",0,"CONTROL",0,2004,"BROMUS MADRITENSIS",5.103
"WATER","W2",10,"A",0,"CONTROL",0,2004,"CONYZA CANADENSIS",0.0945
"WATER","W2",10,"A",0,"CONTROL",0,2004,"ELYMUS GLAUCUS",18.55
"WATER","W2",10,"A",0,"CONTROL",0,2004,"HORDEUM MURINUM",0.5655
"WATER","W2",10,"A",0,"CONTROL",0,2004,"LACTUCA SERRIOLA",0.2275
"WATER","W2",10,"A",0,"CONTROL",0,2004,"LITTER",256.74999
"WATER","W2",10,"A",0,"CONTROL",0,2004,"LOLLIUM MULTIFLORUM",0.0965
"WATER","W2",10,"A",0,"CONTROL",0,2004,"VULPIA MYUROS",21.1
"WATER","W2",10,"A",0,"CONTROL",0,2005,"AMSINCKIA MENZIESII",10.96
"WATER","W2",10,"A",0,"CONTROL",0,2005,"BRASSICA NIGRA",0.8185
"WATER","W2",10,"A",0,"CONTROL",0,2005,"BROMUS CARINATUS",1.516
"WATER","W2",10,"A",0,"CONTROL",0,2005,"BROMUS DIANDRUS",0.903
"WATER","W2",10,"A",0,"CONTROL",0,2005,"BROMUS HORDEACEUS",211.100005
"WATER","W2",10,"A",0,"CONTROL",0,2005,"BROMUS MADRITENSIS",0.455
"WATER","W2",10,"A",0,"CONTROL",0,2005,"ELYMUS GLAUCUS",44.55
"WATER","W2",10,"A",0,"CONTROL",0,2005,"HORDEUM MURINUM",7.1595
"WATER","W2",10,"A",0,"CONTROL",0,2005,"LACTUCA SERRIOLA",0.1565
"WATER","W2",10,"A",0,"CONTROL",0,2005,"LITTER",323.30002
"WATER","W2",10,"A",0,"CONTROL",0,2005,"LOLLIUM SPECIES",0.4745
"WATER","W2",10,"A",0,"CONTROL",0,2005,"PHALARIS PARADOXA",0.106
"WATER","W2",10,"A",0,"CONTROL",0,2005,"VULPIA MYUROS",50.1
"WATER","W2",11,"A",1,"CONTROL",0,2001,"BROMUS CARINATUS",95.200005
"WATER","W2",11,"A",1,"CONTROL",0,2001,"BROMUS DIANDRUS",19.45
"WATER","W2",11,"A",1,"CONTROL",0,2001,"BROMUS HORDEACEUS",224.699995
"WATER","W2",11,"A",1,"CONTROL",0,2001,"BROMUS MADRITENSIS",11.15
"WATER","W2",11,"A",1,"CONTROL",0,2001,"GRASS SPECIES",3.4
"WATER","W2",11,"A",1,"CONTROL",0,2001,"HORDEUM MURINUM",39.95
"WATER","W2",11,"A",1,"CONTROL",0,2001,"LITTER",651.100005
"WATER","W2",11,"A",1,"CONTROL",0,2001,"LOLLIUM MULTIFLORUM",13.35
"WATER","W2",11,"A",1,"CONTROL",0,2001,"NASSELLA PULCHRA",2.6
"WATER","W2",11,"A",1,"CONTROL",0,2001,"PHALARIS PARADOXA",130
"WATER","W2",11,"A",1,"CONTROL",0,2001,"VULPIA MYUROS",15.65
"WATER","W2",11,"A",1,"CONTROL",0,2002,"BROMUS CARINATUS",20.4
"WATER","W2",11,"A",1,"CONTROL",0,2002,"BROMUS DIANDRUS",1.6
"WATER","W2",11,"A",1,"CONTROL",0,2002,"BROMUS HORDEACEUS",54.95
"WATER","W2",11,"A",1,"CONTROL",0,2002,"BROMUS MADRITENSIS",0.2
"WATER","W2",11,"A",1,"CONTROL",0,2002,"ELYMUS GLAUCUS",22.4
"WATER","W2",11,"A",1,"CONTROL",0,2002,"HORDEUM MURINUM",7.45
"WATER","W2",11,"A",1,"CONTROL",0,2002,"LITTER",747.850035
"WATER","W2",11,"A",1,"CONTROL",0,2002,"NASSELLA PULCHRA",12.6
"WATER","W2",11,"A",1,"CONTROL",0,2002,"VULPIA MYUROS",0.4
"WATER","W2",11,"A",1,"CONTROL",0,2003,"AMSINCKIA MENZIESII",20.7
"WATER","W2",11,"A",1,"CONTROL",0,2003,"BROMUS CARINATUS",104.55
"WATER","W2",11,"A",1,"CONTROL",0,2003,"BROMUS DIANDRUS",9.8
"WATER","W2",11,"A",1,"CONTROL",0,2003,"BROMUS HORDEACEUS",56.55
"WATER","W2",11,"A",1,"CONTROL",0,2003,"BROMUS MADRITENSIS",0.9
"WATER","W2",11,"A",1,"CONTROL",0,2003,"ELYMUS GLAUCUS",140.249995
"WATER","W2",11,"A",1,"CONTROL",0,2003,"HORDEUM MURINUM",0.5
"WATER","W2",11,"A",1,"CONTROL",0,2003,"LITTER",1366.99997
"WATER","W2",11,"A",1,"CONTROL",0,2003,"NASSELLA PULCHRA",10.8
"WATER","W2",11,"A",1,"CONTROL",0,2003,"PHALARIS PARADOXA",0.2
"WATER","W2",11,"A",1,"CONTROL",0,2003,"VULPIA MYUROS",0.005
"WATER","W2",11,"A",1,"CONTROL",0,2004,"BRASSICA NIGRA",34.2
"WATER","W2",11,"A",1,"CONTROL",0,2004,"BROMUS CARINATUS",4.5415
"WATER","W2",11,"A",1,"CONTROL",0,2004,"BROMUS HORDEACEUS",16.197
"WATER","W2",11,"A",1,"CONTROL",0,2004,"ELYMUS GLAUCUS",51.95
"WATER","W2",11,"A",1,"CONTROL",0,2004,"HORDEUM MURINUM",0.23
"WATER","W2",11,"A",1,"CONTROL",0,2004,"LITTER",1276.800005
"WATER","W2",11,"A",1,"CONTROL",0,2004,"NASSELLA PULCHRA",0.453
"WATER","W2",11,"A",1,"CONTROL",0,2004,"VULPIA MYUROS",21.95
"WATER","W2",11,"A",1,"CONTROL",0,2005,"AMSINCKIA MENZIESII",51.2
"WATER","W2",11,"A",1,"CONTROL",0,2005,"BROMUS CARINATUS",4.172
"WATER","W2",11,"A",1,"CONTROL",0,2005,"BROMUS DIANDRUS",0.5305
"WATER","W2",11,"A",1,"CONTROL",0,2005,"BROMUS HORDEACEUS",109.2
"WATER","W2",11,"A",1,"CONTROL",0,2005,"BROMUS MADRITENSIS",0.284
"WATER","W2",11,"A",1,"CONTROL",0,2005,"ELYMUS GLAUCUS",172.649995
"WATER","W2",11,"A",1,"CONTROL",0,2005,"HORDEUM MURINUM",0.588
"WATER","W2",11,"A",1,"CONTROL",0,2005,"LITTER",308.3
"WATER","W2",11,"A",1,"CONTROL",0,2005,"LOLLIUM SPECIES",3.1945
"WATER","W2",11,"A",1,"CONTROL",0,2005,"NASSELLA PULCHRA",1.7465
"WATER","W2",11,"A",1,"CONTROL",0,2005,"PHALARIS PARADOXA",4.5885
"WATER","W2",11,"A",1,"CONTROL",0,2005,"VULPIA MYUROS",80.150005
"WATER","W2",12,"A",1,"WATER",0,2001,"AMSINCKIA MENZIESII",5.35
"WATER","W2",12,"A",1,"WATER",0,2001,"BROMUS CARINATUS",218.4
"WATER","W2",12,"A",1,"WATER",0,2001,"BROMUS HORDEACEUS",161.450005
"WATER","W2",12,"A",1,"WATER",0,2001,"BROMUS MADRITENSIS",89.9
"WATER","W2",12,"A",1,"WATER",0,2001,"ELYMUS GLAUCUS",6.05
"WATER","W2",12,"A",1,"WATER",0,2001,"GRASS SPECIES",16.65
"WATER","W2",12,"A",1,"WATER",0,2001,"HORDEUM MURINUM",5.2
"WATER","W2",12,"A",1,"WATER",0,2001,"LITTER",401.349985
"WATER","W2",12,"A",1,"WATER",0,2001,"LOLLIUM MULTIFLORUM",79.5
"WATER","W2",12,"A",1,"WATER",0,2001,"NASSELLA PULCHRA",9.85
"WATER","W2",12,"A",1,"WATER",0,2001,"PHALARIS PARADOXA",4.45
"WATER","W2",12,"A",1,"WATER",0,2001,"POA SECUNDA",0.045
"WATER","W2",12,"A",1,"WATER",0,2001,"VULPIA MYUROS",6.7
"WATER","W2",12,"A",1,"WATER",0,2002,"BROMUS CARINATUS",232.15
"WATER","W2",12,"A",1,"WATER",0,2002,"BROMUS DIANDRUS",0.2
"WATER","W2",12,"A",1,"WATER",0,2002,"BROMUS HORDEACEUS",34.6
"WATER","W2",12,"A",1,"WATER",0,2002,"BROMUS MADRITENSIS",1.65
"WATER","W2",12,"A",1,"WATER",0,2002,"ELYMUS GLAUCUS",12.45
"WATER","W2",12,"A",1,"WATER",0,2002,"GRASS SPECIES",2.7
"WATER","W2",12,"A",1,"WATER",0,2002,"LITTER",712.750015
"WATER","W2",12,"A",1,"WATER",0,2002,"NASSELLA PULCHRA",5.1
"WATER","W2",12,"A",1,"WATER",0,2002,"VULPIA MYUROS",0.1
"WATER","W2",12,"A",1,"WATER",0,2003,"BRASSICA NIGRA",4.3
"WATER","W2",12,"A",1,"WATER",0,2003,"BROMUS CARINATUS",162.350005
"WATER","W2",12,"A",1,"WATER",0,2003,"BROMUS HORDEACEUS",109.350005
"WATER","W2",12,"A",1,"WATER",0,2003,"BROMUS MADRITENSIS",14.1
"WATER","W2",12,"A",1,"WATER",0,2003,"ELYMUS GLAUCUS",185.40001
"WATER","W2",12,"A",1,"WATER",0,2003,"LITTER",610.999985
