publication_year,reference,pubtype,ocean,ocean_region,hemisphere,lat,long,size_km2,notes.geo,year_start,year_end,timespan,years_data,sampling_frequency,note.time,taxa,group,species_name,common_name,depth_category,lifestage,trophic,range_edge,species_type,number_species,note.spp,detailobs,measurement_type,direction_change,decadal_change_kmperdecade,decadal unit,metric_source,note.bio,consistent_with_climatechange,VelocityofClimateChange_kmperdec,exploited,LifeHistoryDevelopment,Nonclimatic_factors_analysed
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Theragra chalcogramma,Walleye pollock ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,46,NA,CPUE weighted distribution centre,Abund.,1,19.2,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Limanda proboscidea ,Longhead dab ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,46,NA,CPUE weighted distribution centre,Abund.,1,20.4,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Hippoglossus stenolepis ,Pacific halibut ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,46,NA,CPUE weighted distribution centre,Abund.,1,22,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Hippoglossoides elassodon ,Flathead sole ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,46,NA,CPUE weighted distribution centre,Abund.,1,22.8,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Hemitripterus bolini ,Bigmouth sculpin ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,46,NA,CPUE weighted distribution centre,Abund.,1,24,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Benthic crustacea,Taxa,Pandalus goniurus ,Humpy shrimp ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,46,NA,CPUE weighted distribution centre,Abund.,1,24.8,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Occella dodecaedron ,Bering poacher ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,46,NA,CPUE weighted distribution centre,Abund.,1,26.4,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Hippoglossoides robustus ,Bering flounder ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,46,NA,CPUE weighted distribution centre,Abund.,1,30.4,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Lepidopsetta spp. ,Rock sole ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,46,NA,CPUE weighted distribution centre,Abund.,1,30.4,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Benthic crustacea,Taxa,Chionoecetes opilio,Snow crab ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,46,NA,CPUE weighted distribution centre,Abund.,1,35.6,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Non-bony fish,Taxa,Rajidae,Skates ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,46,NA,CPUE weighted distribution centre,Abund.,1,36,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Benthic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Reinhardtius hippoglossoides,Greenland halibut ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,46,NA,CPUE weighted distribution centre,Abund.,1,39.2,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Lycodes brevipes ,Shortfin eelpout ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,46,NA,CPUE weighted distribution centre,Abund.,1,61.2,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
2008,"Mueter, F.J. and M.A. Litzow. 2008. Sea ice retreat alters the biogeography of the bering sea continental shelf. Ecological Applications 18: 309-302",Peer-reviewed journal,Bering Sea,Polar seas,Northern,58,-58,1000000,NA,1982,2006,25,25,Continuous,NA,Bony fish,Taxa,Bathymaster signatus ,Searcher ,Demersal,Multiple life stages - all,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,46,NA,CPUE weighted distribution centre,Abund.,1,94.8,km,Calculated from manuscript or supplementary material,NA,Consistent,265.5421362,Exploited,Meroplanktonic,No
1998,"Quero, J. 1998. Changes in the Euro-Atlantic fish species composition resulting from fishing and ocean warming. Italian Journal of Zoology 65:493-499",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,55.5,-10,1000000,bay of biscay,1966,1995,30,19,Irregular,no. specimens caught,Bony fish,Taxa,Zenopsis conchifera,silvery john dory,Demersal,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,6,NA,northern most catches,Site,1,685,km,Calculated from manuscript or supplementary material,Fig 8,Consistent,387.5453727,Exploited,Meroplanktonic,No
1998,"Quero, J. 1998. Changes in the Euro-Atlantic fish species composition resulting from fishing and ocean warming. Italian Journal of Zoology 65:493-499",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,52,-11,1000000,bay of biscay,1963,1995,33,11,Irregular,no. specimens caught,Bony fish,Taxa,Cyttopsis roseus,NA,Demersal,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,6,NA,northern most catches,Site,1,472,km,Calculated from manuscript or supplementary material,Fig 8,Consistent,339.2976405,Exploited,Meroplanktonic,No
1998,"Quero, J. 1998. Changes in the Euro-Atlantic fish species composition resulting from fishing and ocean warming. Italian Journal of Zoology 65:493-499",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,56,-13,1000000,bay of biscay,1960,1995,36,36,Irregular,no. specimens caught,Bony fish,Taxa,NA,Upper slope fish,Demersal,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,6,NA,northern most catches,Site,1,432,km,Calculated from manuscript or supplementary material,NA,Consistent,353.1533745,Exploited,Meroplanktonic,No
1998,"Quero, J. 1998. Changes in the Euro-Atlantic fish species composition resulting from fishing and ocean warming. Italian Journal of Zoology 65:493-499",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,56,-13,1000000,bay of biscay,1960,1995,36,36,Irregular,no. specimens caught,Bony fish,Taxa,Continental shelf fish,NA,Demersal,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,6,NA,northern most catches,Site,1,541,km,Calculated from manuscript or supplementary material,NA,Consistent,353.1533745,Exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.3,1000,NA,1955,2008,54,4,Two periods,NA,Benthic cnidarians,Taxa,Actinia tenebrosa,anemone,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Trailing edge,Cold water,29,NA,Northern most range edge,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,861.645937,Not exploited,Benthic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.3,1000,NA,1955,2008,54,4,Two periods,NA,Benthic cnidarians,Taxa,Aulactinia verator,anemone,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Trailing edge,Cold water,29,NA,Northern most range edge,Site,1,-31.5,km,Calculated from manuscript or supplementary material,NA,No change,861.645937,Not exploited,Benthic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-27,153.5,1000,NA,1955,2008,54,4,Two periods,NA,Benthic invert. (other),Taxa,Galeolaria caespitosa,Serpulid,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Trailing edge,Cold water,29,NA,Northern most range edge,Site,-1,8.4,km,Calculated from manuscript or supplementary material,NA,No change,693.438502,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.3,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Scutus anitpodes,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Trailing edge,Cold water,29,NA,Northern most range edge,Site,1,-62.2,km,Calculated from manuscript or supplementary material,NA,Consistent,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.3,153,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Monodonta labio,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,29,NA,southern boundary,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.3,153,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Turbo cinerus,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,29,NA,southern boundary,Site,1,11.1,km,Calculated from manuscript or supplementary material,NA,No change,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.3,153,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Nerita albicella,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,29,NA,southern boundary,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.3,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Nerita chaemeleon,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,29,NA,southern boundary,Site,1,15.8,km,Calculated from manuscript or supplementary material,NA,Consistent,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-27,153.5,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Nerita costata,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,29,NA,southern boundary,Site,1,93.5,km,Calculated from manuscript or supplementary material,NA,Consistent,693.438502,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.3,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Nerita melanotragus,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Trailing edge,Cold water,29,NA,Northern most range edge,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-26.8,153.4,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Cellana conciliata,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Trailing edge,Warm water,29,NA,southern boundary,Site,-1,-41.7,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,771.0659571,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.3,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Cellana tramoserica,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Trailing edge,Cold water,29,NA,Northern most range edge,Site,-1,72.4,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-26.8,153.4,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Notoacmea petterdi,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Trailing edge,Cold water,29,NA,Northern most range edge,Site,-1,41.7,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,771.0659571,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-26.4,153.2,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Patelloida cryptalirita,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,29,NA,southern boundary,Site,1,24.3,km,Calculated from manuscript or supplementary material,NA,No change,771.0659571,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-28.1,153.5,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Patelloida latistrigata,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,29,NA,southern boundary,Site,-1,-68.7,km,Calculated from manuscript or supplementary material,NA,Opposite to expected,533.9873912,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-26.8,153.4,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Patelloida saccharina stella,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,29,NA,southern boundary,Site,1,33.2,km,Calculated from manuscript or supplementary material,NA,Consistent,771.0659571,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-26.8,153.4,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Littorina undulata,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Leading edge,Warm water,29,NA,southern boundary,Site,-1,-17.8,km,Calculated from manuscript or supplementary material,NA,No change,771.0659571,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-26.4,153.2,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Austrolittorina unifasciata,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Primary consumer: Herbivore grazer and browser,Trailing edge,Cold water,29,NA,Northern most range edge,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,771.0659571,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.3,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Dicathais orbita,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,29,NA,Northern most range edge,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-27,153.5,1000,NA,1955,2008,54,4,Two periods,NA,Benthic molluscs,Taxa,Siphonaria funiculata,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,29,NA,Northern most range edge,Site,-1,8.9,km,Calculated from manuscript or supplementary material,NA,No change,693.438502,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-28.1,153.5,1000,NA,1955,2008,54,4,Two periods,NA,Benthic crustacea,Taxa,Catomerus polymerus,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Trailing edge,Cold water,29,NA,Northern most range edge,Site,1,-26.8,km,Calculated from manuscript or supplementary material,NA,No change,533.9873912,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.3,1000,NA,1955,2008,54,4,Two periods,NA,Benthic crustacea,Taxa,Chamaesipho tasmanica,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Trailing edge,Cold water,29,NA,Northern most range edge,Site,1,-117.4,km,Calculated from manuscript or supplementary material,NA,Consistent,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-25.9,153.2,1000,NA,1955,2008,54,4,Two periods,NA,Benthic crustacea,Taxa,Chthamalus antennatus,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cold water,29,NA,Northern most range edge,Site,0,0,km,Calculated from manuscript or supplementary material,NA,No change,861.645937,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-30.5,153.1,1000,NA,1955,2008,54,4,Two periods,NA,Benthic crustacea,Taxa,Chthamalus malayensis,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,29,NA,southern boundary,Site,1,126.7,km,Calculated from manuscript or supplementary material,NA,Consistent,494.961647,Not exploited,Meroplanktonic,No
2011,"Poloczanska, E.S., Smith, S., Fauconnet, L., Healy, J., Tibbetts, I., Burrows, M.T. and Richardson, A.J. 2011. Little change in the distribution of rocky shore faunal communities on the East Australian coast after 50 years of rapid warming. Journal of Exp",Peer-reviewed journal,South-west Pacific,Pacific Ocean,Southern,-31.6,153,1000,NA,1955,2008,54,4,Two periods,NA,Benthic crustacea,Taxa,Chthamalus withersii,NA,Coastal,Multiple life stages - juvenile and older (not egg or larvae),Secondary consumer : Omnivore suspension feeder,Leading edge,Warm water,29,NA,southern boundary,Site,1,131.5,km,Calculated from manuscript or supplementary material,NA,Consistent,449.644681,Not exploited,Meroplanktonic,No
